Client_ID,State,Facility_Type,Monthly_Cost ,Performance_Score,Optimization_Process,Monthly_Cost_Savings ,Employees_on_Site
14654,Katsina,Retail Store,419443,79.66,Space Utilization,24102,245
8943,Osun,Retail Store,336135,81.11,Preventive Maintenance,14434,72
18949,Katsina,Office,470207,91.99,Sustainable Practices,6593,447
16463,Lagos,Retail Store,119736,68.71,Security Enhancement,23274,338
16062,Kaduna,Manufacturing Plant,268393,81.45,Sustainable Practices,45748,233
8860,Zamfara,Warehouse,411391,62.29,Space Utilization,27473,39
19202,Kebbi,Retail Store,264946,80.5,Space Utilization,16931,25
1600,Cross River,Manufacturing Plant,193707,93.49,Sustainable Practices,28352,39
11302,Ebonyi,Retail Store,350166,74.87,Security Enhancement,45916,235
12253,Lagos,Data Center,264777,69.36,Security Enhancement,8708,423
4525,Osun,Warehouse,490233,96.22,Preventive Maintenance,21777,498
17511,Ogun,Warehouse,51494,84.46,Sustainable Practices,12112,19
33,Kaduna,Data Center,412851,98.85,Preventive Maintenance,12861,152
18501,Kaduna,Office,416401,96.39,Sustainable Practices,12263,225
10127,Katsina,Office,174103,97.42,Security Enhancement,30715,117
8731,Osun,Data Center,240714,80.47,Preventive Maintenance,41206,470
2082,Osun,Data Center,274663,72.12,Security Enhancement,44846,253
5698,Sokoto,Manufacturing Plant,200536,90.85,Energy Efficiency,34894,313
14377,Bayelsa,Retail Store,487401,87.02,Security Enhancement,30633,12
7505,Benue,Office,166683,94.19,Sustainable Practices,26194,247
17415,Ondo,Data Center,384118,64.94,Sustainable Practices,23039,29
16344,Kwara,Data Center,217237,85.02,Sustainable Practices,17021,286
19119,Abia,Office,397923,68.82,Energy Efficiency,6621,80
12377,Anambra,Warehouse,233959,75.39,Preventive Maintenance,17586,262
18780,Anambra,Warehouse,400695,63.57,Preventive Maintenance,31593,418
3513,Cross River,Data Center,182220,90.7,Space Utilization,8357,241
9,Gombe,Warehouse,127805,91.06,Energy Efficiency,15120,272
17170,Abia,Office,253390,76.33,Preventive Maintenance,11119,114
10128,Adamawa,Warehouse,482440,70.6,Space Utilization,6396,236
11441,Oyo,Retail Store,223179,66.43,Preventive Maintenance,20951,129
8159,Plateau,Manufacturing Plant,296536,79.57,Sustainable Practices,40463,70
18433,Edo,Office,244028,60.87,Security Enhancement,15380,173
19708,Imo,Manufacturing Plant,442107,95.19,Sustainable Practices,26315,459
7295,Plateau,Manufacturing Plant,207063,88.94,Space Utilization,48708,216
5237,Plateau,Retail Store,430781,68.34,Preventive Maintenance,44580,216
11927,Kogi,Retail Store,233883,73.17,Preventive Maintenance,29472,81
3556,Osun,Manufacturing Plant,267270,82.83,Energy Efficiency,26152,105
1654,Plateau,Manufacturing Plant,191346,76.54,Sustainable Practices,24122,84
14348,Imo,Warehouse,328094,99.99,Sustainable Practices,17026,28
14459,Delta,Manufacturing Plant,85777,66.24,Energy Efficiency,42263,213
8192,Gombe,Manufacturing Plant,172599,95.42,Sustainable Practices,36397,211
10801,Taraba,Retail Store,350624,86.25,Sustainable Practices,29075,292
6001,Nasarawa,Manufacturing Plant,302390,87.95,Security Enhancement,35205,373
8132,Borno,Retail Store,316996,97.29,Preventive Maintenance,5733,237
12883,Enugu,Office,360313,97.96,Space Utilization,27661,398
6829,Bayelsa,Office,241554,87.1,Preventive Maintenance,31476,347
18355,Kwara,Office,325136,84.55,Sustainable Practices,9152,362
3383,Oyo,Warehouse,345612,85.47,Space Utilization,23011,455
17077,Sokoto,Retail Store,409051,69.32,Sustainable Practices,15457,455
8553,Jigawa,Warehouse,381037,70.35,Security Enhancement,5553,432
14681,Adamawa,Office,271749,80.06,Sustainable Practices,32125,197
16573,Kogi,Office,244887,91.13,Preventive Maintenance,13408,399
15728,Oyo,Data Center,151009,98.89,Sustainable Practices,30208,61
7895,Ogun,Manufacturing Plant,161772,80.19,Sustainable Practices,13606,27
10685,Enugu,Retail Store,318337,83.25,Space Utilization,8939,24
8830,Plateau,Retail Store,424009,79.42,Preventive Maintenance,45323,332
13426,Rivers,Data Center,292712,61.53,Preventive Maintenance,23712,125
7753,Bayelsa,Manufacturing Plant,436932,77.19,Security Enhancement,48865,168
10121,Anambra,Data Center,207715,87.35,Preventive Maintenance,45642,361
5717,Plateau,Manufacturing Plant,414891,99.96,Preventive Maintenance,33302,374
8046,Taraba,Data Center,184948,84.9,Security Enhancement,11520,237
10602,Sokoto,Retail Store,105009,68.83,Sustainable Practices,5715,312
13226,Benue,Data Center,98369,75.41,Sustainable Practices,13001,224
12923,Taraba,Retail Store,60468,92.27,Security Enhancement,14048,86
16470,Akwa Ibom,Data Center,232032,62.31,Preventive Maintenance,10578,460
10085,Plateau,Warehouse,270877,82.08,Sustainable Practices,36949,293
18130,Benue,Office,251983,87.83,Preventive Maintenance,30457,285
11196,Kwara,Data Center,365870,76.59,Space Utilization,17988,150
4809,Sokoto,Retail Store,323730,94.9,Preventive Maintenance,36890,147
299,Cross River,Manufacturing Plant,311552,95.08,Preventive Maintenance,33532,199
4471,Benue,Retail Store,254816,79.74,Security Enhancement,26018,176
6518,Edo,Data Center,279007,64.31,Preventive Maintenance,5587,487
16800,Kwara,Warehouse,176793,81.16,Sustainable Practices,19691,282
2580,Jigawa,Data Center,313702,65.14,Preventive Maintenance,29925,196
13403,Kogi,Office,488344,72.54,Energy Efficiency,31535,64
13227,Bauchi,Retail Store,241023,89.57,Space Utilization,21848,221
17802,Plateau,Manufacturing Plant,234280,66.92,Preventive Maintenance,44753,355
12537,Benue,Warehouse,139369,82.21,Space Utilization,15873,331
13236,Osun,Retail Store,322427,72.85,Space Utilization,31161,239
17690,Kaduna,Data Center,464553,92.12,Sustainable Practices,12759,125
7487,Anambra,Data Center,146910,99.69,Security Enhancement,6196,144
16497,Rivers,Retail Store,327800,73.11,Preventive Maintenance,22889,344
2175,Ebonyi,Manufacturing Plant,170083,60.02,Space Utilization,39497,468
15445,Abia,Data Center,79411,96.55,Preventive Maintenance,10994,425
13199,Oyo,Retail Store,82150,82.93,Preventive Maintenance,15357,70
10526,Ebonyi,Manufacturing Plant,417744,71.05,Space Utilization,10573,37
10787,Abia,Data Center,55587,81.97,Sustainable Practices,33760,487
409,Edo,Data Center,403494,74.63,Energy Efficiency,34055,349
9229,Plateau,Office,376375,78.78,Energy Efficiency,15755,257
12388,Ebonyi,Data Center,115928,86.93,Energy Efficiency,6312,388
3012,Kebbi,Warehouse,346454,83.82,Preventive Maintenance,18185,463
3488,Kebbi,Retail Store,83592,73.54,Security Enhancement,33224,479
602,Katsina,Warehouse,354898,95.71,Preventive Maintenance,46196,152
8765,Borno,Warehouse,114033,92.1,Preventive Maintenance,49264,93
6120,Akwa Ibom,Data Center,287297,67.56,Energy Efficiency,44346,260
16985,Oyo,Office,486765,77.26,Energy Efficiency,30424,148
7907,Akwa Ibom,Office,196526,89.33,Preventive Maintenance,27696,161
2029,Nasarawa,Warehouse,254867,92.81,Preventive Maintenance,49217,298
13413,Enugu,Manufacturing Plant,170528,95.11,Space Utilization,25265,468
6062,Abia,Office,210096,94.56,Security Enhancement,15039,245
15972,Plateau,Warehouse,309505,73.26,Sustainable Practices,21458,449
6276,Anambra,Manufacturing Plant,191701,63.05,Sustainable Practices,11394,154
15224,Kano,Data Center,392761,95.83,Sustainable Practices,27265,443
5600,Ondo,Data Center,469767,61.33,Sustainable Practices,38237,353
3992,Ebonyi,Data Center,149444,76.5,Sustainable Practices,31130,473
14770,Plateau,Office,372366,73.98,Space Utilization,27462,160
7198,Oyo,Data Center,127251,91.22,Preventive Maintenance,13356,244
5257,Rivers,Warehouse,128232,90.32,Energy Efficiency,23910,30
18561,Katsina,Manufacturing Plant,172862,71.37,Space Utilization,39280,446
17721,Kebbi,Retail Store,474458,84.78,Security Enhancement,34359,170
4724,Ogun,Data Center,274155,63.16,Sustainable Practices,33866,25
10212,Nasarawa,Retail Store,167769,67.51,Sustainable Practices,14530,208
9787,Anambra,Data Center,151373,72.65,Space Utilization,36122,343
18570,Edo,Data Center,305747,71.09,Preventive Maintenance,24296,495
2821,Adamawa,Manufacturing Plant,397519,84.82,Space Utilization,46430,147
11386,Gombe,Retail Store,234029,63.69,Sustainable Practices,9492,285
8018,Plateau,Data Center,391043,89.55,Sustainable Practices,47835,498
4149,Jigawa,Retail Store,437399,60.92,Space Utilization,24789,126
16318,Anambra,Retail Store,346293,94.15,Energy Efficiency,43865,149
11155,Bauchi,Retail Store,324259,90.61,Space Utilization,13305,362
11971,Sokoto,Retail Store,473122,80.62,Security Enhancement,43811,45
12950,Kogi,Manufacturing Plant,491740,92.19,Preventive Maintenance,46562,203
13414,Akwa Ibom,Retail Store,423812,65.49,Space Utilization,43943,304
3231,Ekiti,Warehouse,383054,82.79,Preventive Maintenance,49645,194
16286,Osun,Data Center,206762,91.34,Sustainable Practices,25173,460
5461,Zamfara,Office,213281,86.45,Sustainable Practices,34133,489
17572,Adamawa,Office,321645,81.3,Space Utilization,17983,499
9606,Abia,Data Center,154373,66.05,Sustainable Practices,25819,448
14740,Edo,Retail Store,344515,72.76,Preventive Maintenance,11318,114
235,Adamawa,Data Center,98348,84.02,Sustainable Practices,29498,385
5692,Kaduna,Retail Store,344190,95.62,Sustainable Practices,24850,237
15512,Kogi,Manufacturing Plant,352881,78.53,Space Utilization,38875,208
14549,Katsina,Retail Store,401286,91.83,Sustainable Practices,32007,163
17962,Cross River,Office,376653,72.14,Energy Efficiency,45849,414
1487,Anambra,Warehouse,429932,86.03,Preventive Maintenance,43236,106
3783,Bayelsa,Data Center,208903,73.83,Preventive Maintenance,41767,52
14933,Abia,Retail Store,112290,81.13,Space Utilization,28486,110
18980,Ekiti,Data Center,61657,64.46,Space Utilization,23578,396
15503,Yobe,Office,301073,62.34,Space Utilization,16967,215
411,Benue,Retail Store,417230,95.4,Energy Efficiency,21586,189
9186,Adamawa,Warehouse,323531,78.64,Preventive Maintenance,25278,255
5820,Nasarawa,Warehouse,100833,71.62,Security Enhancement,43057,70
4805,Sokoto,Warehouse,309295,68.33,Sustainable Practices,8275,229
8518,Kebbi,Office,496904,88.73,Energy Efficiency,20484,24
11489,Kebbi,Warehouse,293360,88.06,Energy Efficiency,9108,30
6296,Benue,Manufacturing Plant,493460,74.46,Preventive Maintenance,27591,35
6460,Kwara,Warehouse,391939,94.52,Security Enhancement,17617,8
11157,Anambra,Manufacturing Plant,380291,90.17,Preventive Maintenance,41984,25
14009,Oyo,Warehouse,278953,71.13,Space Utilization,22195,398
12350,Gombe,Retail Store,369351,76.2,Sustainable Practices,47296,191
12070,Anambra,Retail Store,324891,62.88,Preventive Maintenance,13070,234
16823,Cross River,Manufacturing Plant,337870,69.16,Sustainable Practices,36591,385
19818,Imo,Retail Store,411526,91.81,Space Utilization,17812,141
5810,Delta,Warehouse,387376,82.57,Preventive Maintenance,39239,357
7867,Akwa Ibom,Data Center,117042,74.06,Energy Efficiency,49744,36
9410,Jigawa,Office,62763,60.1,Security Enhancement,39331,401
18328,Enugu,Warehouse,337147,69.43,Space Utilization,43392,93
1635,Enugu,Warehouse,341052,99.46,Sustainable Practices,12816,437
8240,Gombe,Retail Store,53098,93.46,Security Enhancement,12656,257
4917,Osun,Retail Store,58478,61.8,Preventive Maintenance,27531,123
13789,Benue,Office,440491,92.21,Security Enhancement,31020,224
18213,Kano,Warehouse,259785,95.28,Security Enhancement,39590,114
12780,Osun,Data Center,276059,67.92,Security Enhancement,43985,64
4688,Kogi,Warehouse,395070,80.68,Energy Efficiency,34303,335
10347,Nasarawa,Retail Store,197594,96.32,Sustainable Practices,42824,326
18045,Kogi,Manufacturing Plant,255897,62.78,Preventive Maintenance,46880,12
14510,Borno,Warehouse,85108,98.81,Energy Efficiency,24307,424
6696,Bauchi,Manufacturing Plant,67912,94.59,Energy Efficiency,31625,295
15453,Rivers,Retail Store,116467,83.68,Energy Efficiency,9198,239
2523,Abia,Manufacturing Plant,449019,84.97,Sustainable Practices,47814,136
17336,Sokoto,Manufacturing Plant,368656,74.58,Energy Efficiency,43394,163
4289,Delta,Retail Store,480407,84.14,Sustainable Practices,31210,426
9196,Bayelsa,Retail Store,123064,80.86,Space Utilization,42272,345
19462,Lagos,Office,160313,87.94,Preventive Maintenance,10189,239
19781,Borno,Data Center,149050,65.92,Space Utilization,29631,120
8944,Gombe,Office,152016,98.5,Energy Efficiency,22078,485
12478,Zamfara,Manufacturing Plant,257696,83.64,Security Enhancement,24089,159
17756,Kaduna,Warehouse,195114,84.25,Energy Efficiency,8944,459
16804,Enugu,Retail Store,367354,86.81,Security Enhancement,13803,390
18191,Delta,Office,376974,86.84,Energy Efficiency,12772,253
868,Kano,Office,189328,92.42,Energy Efficiency,13058,475
4231,Enugu,Data Center,148309,87.05,Preventive Maintenance,14056,478
16003,Kwara,Manufacturing Plant,185261,63.93,Sustainable Practices,48829,449
8990,Yobe,Manufacturing Plant,278011,70.43,Security Enhancement,33620,447
15873,Bayelsa,Manufacturing Plant,169391,94.59,Security Enhancement,6651,40
1694,Zamfara,Office,227145,97.48,Preventive Maintenance,25601,240
15787,Kogi,Manufacturing Plant,253005,87.1,Sustainable Practices,49227,200
17339,Kogi,Office,116545,77.96,Space Utilization,30975,111
15703,Ebonyi,Office,135104,85.3,Space Utilization,32548,432
7683,Lagos,Retail Store,121970,93.47,Sustainable Practices,23846,105
15701,Kogi,Manufacturing Plant,113066,92.01,Sustainable Practices,26457,311
13478,Lagos,Office,114087,72.94,Sustainable Practices,9852,99
7661,Borno,Data Center,203013,62.49,Sustainable Practices,25189,473
5231,Bayelsa,Data Center,454603,75.31,Energy Efficiency,40704,372
9749,Delta,Office,326505,89.42,Sustainable Practices,39413,410
2176,Anambra,Manufacturing Plant,152708,97.29,Preventive Maintenance,17474,135
19818,Delta,Data Center,139079,99.35,Energy Efficiency,28298,28
4560,Anambra,Manufacturing Plant,416279,66.66,Space Utilization,35567,404
17171,Zamfara,Office,468091,80.99,Space Utilization,48296,282
3191,Niger,Manufacturing Plant,128460,83.64,Sustainable Practices,22880,441
17795,Kogi,Warehouse,123800,78.16,Security Enhancement,35934,378
10422,Lagos,Retail Store,475843,85.11,Preventive Maintenance,7680,49
12867,Bayelsa,Office,58717,81.86,Energy Efficiency,48648,449
5036,Sokoto,Manufacturing Plant,165249,70.7,Preventive Maintenance,32417,123
6922,Akwa Ibom,Retail Store,248635,90.48,Sustainable Practices,29967,228
5356,Delta,Office,263874,75.24,Space Utilization,14696,29
14870,Kwara,Office,221463,90.89,Security Enhancement,7608,299
5287,Enugu,Manufacturing Plant,63260,90.3,Energy Efficiency,39467,253
18817,Katsina,Retail Store,118480,73.43,Preventive Maintenance,8001,124
2311,Kebbi,Data Center,225305,66.21,Energy Efficiency,29228,390
3295,Kebbi,Warehouse,230136,94.44,Security Enhancement,12384,383
14170,Kaduna,Warehouse,462246,89.45,Security Enhancement,17378,206
18649,Zamfara,Retail Store,265994,98.83,Space Utilization,38748,299
14726,Katsina,Office,192109,77.49,Sustainable Practices,26717,367
1775,Taraba,Manufacturing Plant,467896,80.51,Security Enhancement,46666,93
6371,Abia,Office,327592,81.89,Sustainable Practices,42348,474
7701,Ogun,Retail Store,445511,74.37,Preventive Maintenance,22447,70
12641,Bayelsa,Warehouse,452489,71.68,Sustainable Practices,19516,168
3207,Osun,Manufacturing Plant,52840,76.03,Security Enhancement,21609,28
11780,Enugu,Manufacturing Plant,81581,83.33,Energy Efficiency,24293,393
1045,Yobe,Data Center,188453,78.14,Energy Efficiency,39973,448
2506,Enugu,Manufacturing Plant,270373,97.2,Energy Efficiency,48226,186
16715,Rivers,Retail Store,393833,97.42,Preventive Maintenance,29170,454
10168,Bayelsa,Office,213946,78.36,Sustainable Practices,48867,33
16064,Borno,Warehouse,395513,61.31,Preventive Maintenance,45649,122
8799,Yobe,Retail Store,488891,62.87,Preventive Maintenance,36812,348
382,Delta,Warehouse,373601,85.31,Security Enhancement,48953,196
11070,Kwara,Data Center,196659,64.33,Preventive Maintenance,49951,98
5047,Plateau,Manufacturing Plant,346617,86.16,Energy Efficiency,46961,419
17772,Yobe,Office,67591,83.37,Preventive Maintenance,38459,396
17383,Delta,Retail Store,180530,81.51,Sustainable Practices,46554,111
9156,Sokoto,Manufacturing Plant,276266,76.34,Preventive Maintenance,33072,47
4841,Plateau,Office,240630,87.58,Space Utilization,49468,374
9295,Katsina,Retail Store,352301,69.18,Preventive Maintenance,5139,408
16530,Rivers,Data Center,335914,73.89,Preventive Maintenance,6244,119
2398,Yobe,Office,371010,88.49,Sustainable Practices,17907,424
5016,Kebbi,Office,202084,95.12,Space Utilization,39375,151
3674,Ondo,Data Center,243178,79,Preventive Maintenance,49676,435
15611,Sokoto,Data Center,440897,93.87,Security Enhancement,5492,91
6830,Katsina,Warehouse,86011,66.67,Energy Efficiency,29711,433
12620,Kogi,Data Center,275098,65.06,Sustainable Practices,7438,115
11598,Enugu,Retail Store,466023,72.47,Sustainable Practices,24204,380
6628,Kaduna,Retail Store,250606,75.66,Preventive Maintenance,16116,329
5776,Jigawa,Manufacturing Plant,272682,84.33,Energy Efficiency,47823,122
8284,Edo,Warehouse,220212,83.66,Space Utilization,37254,277
9624,Oyo,Retail Store,144240,77.53,Sustainable Practices,31000,338
8215,Kwara,Warehouse,110530,92.45,Space Utilization,7687,139
409,Kano,Manufacturing Plant,122334,99.18,Sustainable Practices,8842,400
15798,Plateau,Office,259075,81.58,Security Enhancement,36110,470
5171,Katsina,Manufacturing Plant,69745,69.5,Energy Efficiency,5254,391
9845,Anambra,Warehouse,214266,60.31,Energy Efficiency,43696,426
12466,Sokoto,Warehouse,101398,88.67,Space Utilization,19242,33
12278,Niger,Data Center,456981,76.52,Space Utilization,17673,348
3952,Anambra,Office,362742,76.95,Security Enhancement,25559,20
9076,Jigawa,Office,108352,62.07,Energy Efficiency,42005,170
19346,Kebbi,Office,428641,91.13,Space Utilization,25364,416
13371,Sokoto,Retail Store,476262,84,Sustainable Practices,18817,459
19762,Yobe,Manufacturing Plant,106518,60.3,Energy Efficiency,18832,255
16306,Kebbi,Warehouse,358129,64.23,Preventive Maintenance,21102,393
8627,Bayelsa,Manufacturing Plant,50448,88.1,Sustainable Practices,25077,287
7369,Osun,Manufacturing Plant,423166,71.39,Space Utilization,23238,65
931,Niger,Retail Store,347678,93.53,Energy Efficiency,44800,293
12829,Gombe,Warehouse,248119,60.18,Sustainable Practices,21928,362
1510,Yobe,Office,322789,70.98,Space Utilization,9210,10
15118,Imo,Manufacturing Plant,405178,72.87,Sustainable Practices,7268,397
7907,Bauchi,Data Center,143366,95.96,Preventive Maintenance,36231,440
9879,Osun,Retail Store,477265,69.36,Sustainable Practices,44887,253
3716,Imo,Retail Store,231969,72.33,Security Enhancement,24319,6
4353,Anambra,Manufacturing Plant,131721,64.15,Preventive Maintenance,29730,455
3146,Nasarawa,Warehouse,274625,73.44,Preventive Maintenance,6763,451
19456,Enugu,Warehouse,406122,65.49,Preventive Maintenance,40144,433
12855,Edo,Retail Store,187264,64.71,Security Enhancement,32494,220
15842,Borno,Retail Store,116294,63.12,Space Utilization,31586,279
230,Kwara,Manufacturing Plant,201777,68.87,Space Utilization,39208,107
18140,Kogi,Warehouse,207314,71.64,Space Utilization,16392,237
17113,Taraba,Data Center,87877,81.68,Preventive Maintenance,36711,40
19682,Rivers,Retail Store,82860,68.02,Sustainable Practices,37132,92
4169,Zamfara,Retail Store,79746,99.27,Energy Efficiency,34446,491
19842,Kwara,Manufacturing Plant,401919,60.31,Sustainable Practices,9322,163
10725,Ekiti,Retail Store,275847,85.92,Space Utilization,35333,67
9740,Lagos,Data Center,328516,82.67,Space Utilization,47337,416
4795,Rivers,Manufacturing Plant,285691,79.72,Space Utilization,26674,320
6806,Anambra,Manufacturing Plant,204806,83.86,Preventive Maintenance,30191,343
5425,Jigawa,Retail Store,154291,87.5,Space Utilization,46812,277
14945,Taraba,Retail Store,284519,77.45,Preventive Maintenance,42490,414
2749,Enugu,Warehouse,439141,66.29,Space Utilization,13016,261
8639,Nasarawa,Data Center,184903,94.05,Sustainable Practices,32570,130
13251,Jigawa,Retail Store,54137,65.89,Preventive Maintenance,38740,92
1902,Plateau,Data Center,494090,86.29,Energy Efficiency,13721,473
16396,Nasarawa,Retail Store,170088,72.52,Preventive Maintenance,6844,321
16036,Edo,Office,59310,70.09,Security Enhancement,5832,444
12172,Ekiti,Warehouse,428208,91.85,Security Enhancement,27264,352
12852,Kaduna,Manufacturing Plant,355899,79.82,Energy Efficiency,41659,387
3454,Sokoto,Office,461879,73.96,Sustainable Practices,11393,239
5386,Kogi,Data Center,494750,78.32,Security Enhancement,21947,455
13116,Yobe,Data Center,269294,90.3,Sustainable Practices,31085,468
3612,Zamfara,Warehouse,284344,98.19,Security Enhancement,37948,104
16015,Niger,Warehouse,384561,99.23,Security Enhancement,34301,369
18822,Nasarawa,Warehouse,466734,89.41,Security Enhancement,40078,326
1374,Imo,Retail Store,271376,61.91,Sustainable Practices,15151,276
9933,Lagos,Retail Store,282246,69.14,Energy Efficiency,26275,428
8337,Borno,Manufacturing Plant,327295,83.1,Space Utilization,11299,155
19549,Katsina,Manufacturing Plant,88129,94.61,Energy Efficiency,15890,30
16612,Bauchi,Manufacturing Plant,439664,66.29,Preventive Maintenance,25531,212
6794,Imo,Manufacturing Plant,333212,74.11,Sustainable Practices,48178,271
17402,Bauchi,Retail Store,489633,65.74,Space Utilization,30189,402
18656,Kwara,Data Center,293507,65.95,Space Utilization,13754,489
16685,Plateau,Retail Store,287804,62.46,Sustainable Practices,11448,341
7777,Rivers,Retail Store,164077,61.48,Energy Efficiency,40777,274
2609,Katsina,Warehouse,357736,68.2,Preventive Maintenance,36131,283
5374,Yobe,Office,360386,75.73,Preventive Maintenance,17048,84
17449,Katsina,Manufacturing Plant,241139,98.94,Sustainable Practices,30207,200
17221,Jigawa,Retail Store,72910,77.46,Security Enhancement,37246,151
738,Ebonyi,Data Center,419590,92.05,Preventive Maintenance,8557,136
6660,Gombe,Data Center,405663,70.56,Energy Efficiency,23208,150
19635,Katsina,Data Center,292242,69.31,Security Enhancement,37324,137
2147,Katsina,Data Center,489200,72.78,Energy Efficiency,15716,214
8092,Ogun,Warehouse,253965,85.86,Sustainable Practices,26126,109
5964,Sokoto,Retail Store,441354,60.62,Sustainable Practices,49696,136
19252,Plateau,Retail Store,62376,89.74,Security Enhancement,36630,305
15045,Abia,Data Center,339583,85.49,Space Utilization,18983,195
8922,Ekiti,Office,154318,65.45,Preventive Maintenance,25226,122
13644,Kwara,Retail Store,196061,64.83,Preventive Maintenance,27840,29
11532,Niger,Retail Store,209449,60.67,Sustainable Practices,19173,170
9137,Rivers,Retail Store,77747,62.75,Preventive Maintenance,32853,285
10207,Niger,Data Center,160823,90.84,Energy Efficiency,27946,216
19033,Yobe,Warehouse,402062,95.35,Preventive Maintenance,23822,434
1535,Enugu,Retail Store,292848,70.34,Space Utilization,17153,168
13535,Sokoto,Warehouse,110047,65.71,Preventive Maintenance,18881,369
3917,Katsina,Warehouse,214811,93.35,Preventive Maintenance,48550,112
8199,Taraba,Office,421657,88.38,Preventive Maintenance,7640,287
8125,Lagos,Office,185221,92,Sustainable Practices,35243,48
7266,Ekiti,Warehouse,353081,94.74,Preventive Maintenance,45727,256
3306,Jigawa,Warehouse,95453,73.24,Sustainable Practices,36134,397
3099,Rivers,Retail Store,473686,94.86,Security Enhancement,15249,174
5255,Sokoto,Data Center,370473,98.63,Preventive Maintenance,10682,160
10392,Bayelsa,Retail Store,214512,68.87,Sustainable Practices,14416,300
10901,Lagos,Manufacturing Plant,448840,90.26,Preventive Maintenance,45439,87
2,Osun,Office,279210,60.33,Energy Efficiency,25034,422
12644,Niger,Office,392455,62.31,Security Enhancement,31542,147
8140,Gombe,Manufacturing Plant,262807,69.17,Sustainable Practices,11700,237
5133,Oyo,Warehouse,147963,82.64,Preventive Maintenance,28324,249
1212,Rivers,Retail Store,218227,73.8,Sustainable Practices,48044,150
12411,Jigawa,Data Center,162279,96.69,Sustainable Practices,49606,136
14622,Kogi,Manufacturing Plant,393234,98.97,Sustainable Practices,24144,387
17947,Cross River,Manufacturing Plant,163283,79.46,Space Utilization,6323,426
8565,Gombe,Office,287471,65.41,Sustainable Practices,17349,397
10168,Adamawa,Manufacturing Plant,465728,61.95,Security Enhancement,44257,95
12254,Oyo,Retail Store,272492,92.61,Space Utilization,29780,425
13417,Edo,Warehouse,414075,81.09,Space Utilization,22837,232
11375,Akwa Ibom,Retail Store,303052,84.19,Preventive Maintenance,29645,317
13307,Plateau,Manufacturing Plant,219008,78.24,Space Utilization,26061,460
15161,Akwa Ibom,Retail Store,381111,91.58,Sustainable Practices,10172,18
5737,Ondo,Retail Store,412155,92.89,Preventive Maintenance,35532,261
9796,Niger,Warehouse,365547,78.71,Space Utilization,12631,97
756,Bayelsa,Warehouse,467517,90.22,Space Utilization,17081,477
14945,Edo,Manufacturing Plant,269369,85.79,Space Utilization,21184,197
5410,Ondo,Office,196833,96.13,Preventive Maintenance,39575,128
12721,Taraba,Office,426582,85.02,Space Utilization,49626,494
14839,Nasarawa,Data Center,301834,65.87,Security Enhancement,39025,206
11906,Bauchi,Data Center,210848,61.25,Energy Efficiency,22572,184
18758,Ogun,Manufacturing Plant,386943,79.62,Preventive Maintenance,41642,102
3770,Enugu,Office,133451,98.01,Preventive Maintenance,33813,43
19284,Ebonyi,Warehouse,293013,96.36,Energy Efficiency,41852,464
17654,Zamfara,Retail Store,121915,90.03,Energy Efficiency,19153,71
2161,Adamawa,Warehouse,246590,78.06,Space Utilization,32257,202
6054,Yobe,Manufacturing Plant,66650,92.62,Energy Efficiency,18432,105
3248,Katsina,Office,477614,95.51,Sustainable Practices,17021,189
9847,Benue,Office,151560,67.61,Energy Efficiency,5081,327
925,Nasarawa,Retail Store,206806,75.89,Security Enhancement,42867,96
9497,Kogi,Data Center,341034,78.25,Energy Efficiency,37885,491
19545,Taraba,Retail Store,139979,67.81,Sustainable Practices,39171,437
6931,Niger,Data Center,421388,67.14,Space Utilization,20641,155
11903,Abia,Warehouse,455968,77.26,Sustainable Practices,25984,155
12958,Osun,Warehouse,452502,66.87,Preventive Maintenance,22557,45
8977,Ogun,Data Center,161231,65.97,Security Enhancement,22724,493
19466,Adamawa,Data Center,306175,79.89,Security Enhancement,21039,13
2247,Sokoto,Office,123136,84.61,Space Utilization,39743,263
5358,Benue,Manufacturing Plant,489701,64.09,Sustainable Practices,40796,128
2452,Gombe,Data Center,434508,60.33,Security Enhancement,34575,323
1109,Rivers,Office,107623,68.05,Security Enhancement,22844,100
17297,Gombe,Warehouse,319473,81.8,Preventive Maintenance,14279,135
9494,Gombe,Data Center,55257,62.02,Space Utilization,33258,314
11980,Kwara,Warehouse,396546,71.06,Energy Efficiency,6436,57
10582,Osun,Retail Store,153366,96.23,Energy Efficiency,47658,300
11979,Niger,Manufacturing Plant,347064,77.34,Preventive Maintenance,6036,407
4245,Ekiti,Retail Store,103668,97.43,Preventive Maintenance,31808,369
8916,Kwara,Warehouse,281701,79.67,Energy Efficiency,40024,97
5872,Adamawa,Office,480698,84.6,Sustainable Practices,49830,178
6835,Nasarawa,Data Center,216821,65.76,Energy Efficiency,11974,418
3008,Kogi,Manufacturing Plant,163831,80.99,Space Utilization,46978,118
2515,Kebbi,Manufacturing Plant,410063,74.31,Energy Efficiency,45508,251
17541,Ogun,Manufacturing Plant,485890,63.42,Space Utilization,21382,400
10599,Benue,Data Center,450790,97.64,Security Enhancement,14773,36
1784,Delta,Data Center,486383,97.09,Energy Efficiency,29524,167
5270,Sokoto,Office,490200,76.03,Sustainable Practices,7489,486
10721,Ogun,Retail Store,234837,98.86,Sustainable Practices,19363,236
4400,Bayelsa,Data Center,436922,77.73,Preventive Maintenance,7386,458
